"NHTSA ID","DOCUMENT NAME","MAKE","MODEL","MODEL YEAR","SUMMARY"
"25E023","RCRIT-25E023-1075.pdf","HARLEY-DAVIDSON","SE OHLINS INVERTED FORKS","9999","Harley-Davidson has learned that installation of certain accessory kits on certain Model Year 2023  2025 Touring and CVO Touring motorcycles may take these vehicles out of compliance with Federal Motor Vehicle Safety Standard/Canadian Motor Vehicle Safety Standard No. 108, Lamps, reflective devices, and associated equipment and similar worldwide regulations. Specifically, the lower fairings may partially obstruct visibility of the front, side reflector if paired with inverted forks on the same vehicle."
"25E023","RMISC-25E023-3314.pdf","HARLEY-DAVIDSON","SE OHLINS INVERTED FORKS","9999","Harley-Davidson has learned that installation of certain accessory kits on certain Model Year 2023  2025 Touring and CVO Touring motorcycles may take these vehicles out of compliance with Federal Motor Vehicle Safety Standard No. 108, Lamps, reflective devices, and associated equipment. Specifically, the lower fairings may partially obstruct visibility of the front, side reflector if paired with inverted forks on the same vehicle."
"25E023","RCMN-25E023-5797.pdf","HARLEY-DAVIDSON","SE OHLINS INVERTED FORKS","9999","Harley-Davidson has learned that installation of certain accessory kits on certain Model Year 2023  2025 Touring and CVO Touring motorcycles may take these vehicles out of compliance with Federal Motor Vehicle Safety Standard/Canadian Motor Vehicle Safety Standard No. 108, Lamps, reflective devices, and associated equipment and similar worldwide regulations. Specifically, the lower fairings may partially obstruct visibility of the front, side reflector if paired with inverted forks on the same vehicle."
"25E023","RCONL-25E023-9941.pdf","HARLEY-DAVIDSON","SE OHLINS INVERTED FORKS","9999","The installation of certain accessory kits (Fairing Lowers and/or Inverted Forks listed in Tables 1 and 2 below) on certain Model Year 2023  2025 Touring and CVO Touring motorcycles may take these vehicles out of compliance with Federal Motor Vehicle Safety Standard No. 108, Lamps, reflective devices, and associated equipment and similar worldwide regulations. Specifically, the lower fairings may partially obstruct visibility of the front, side reflector if paired with inverted forks on the same vehicle."
"25E025","RCMN-25E025-6275.pdf","WALTCO","SLIDE LIFTGATE","9999","Notice to manufacturers, dealers, and distributors of Recall No. 25E025"
"25E028","RCMN-25E028-5537.pdf","CARRIER TRANSICOLD","ASPEN AUXILARY POWER UNIT","9999","This communication to dealers includes a letter advising dealers to stop selling, stop installing, and to assist end customers to stop use of the subject Aspen APUs, as well as Technical Instructions on how to remove the battery cable and fuse."
"25E028","RCRIT-25E028-2479.pdf","CARRIER TRANSICOLD","ASPEN AUXILARY POWER UNIT","9999","These Technical Instructions explain the process for removal of the battery cable and fuse, and for separating the SP connector for units equipped with the shore power option."
"25E028","RCMN-25E028-9972.pdf","CARRIER TRANSICOLD","ASPEN AUXILARY POWER UNIT","9999","This notice to dealers sends a copy of the final NHTSA approved owner notification letter, following up on the earlier email sent to dealers."
"25E028","RCMN-25E028-6724.pdf","CARRIER TRANSICOLD","ASPEN AUXILARY POWER UNIT","9999","This email to dealers forwards a copy of the owner notification letter and the technical instructions for the remedy, and asks dealers to contact their customers about the remedy."
"25T001","RCMN-25T001-1023.pdf","PIRELLI","CINTURATO P7","9999","Dealer letter in 25T001"
"25T001","RCONL-25T001-5628.pdf","PIRELLI","CINTURATO P7","9999","Owner letter in 25T001"
"25T002","RCONL-25T002-1064.pdf","DUNLOP","TT93GP PRO MS","9999","Owner notification letter for Recall&#8239;25T002 advises purchasers of Dunlop Sportmax&#8239;GPR 300F motorcycle tires, size&#8239;110/70R17M/C&#8239;54H (DOT&#8239;TIN 1EU&#8239;WA&#8239;YAYM&#8239;3924), may not comply with FMVSS 119 S6.1.2(a) due to a potential for inner liner bulging near the belt edge. Instructions are provided to owners to identify and replace the affected units at no cost to the owners."
"25T002","RCMN-25T002-9557.pdf","DUNLOP","TT93GP PRO MS","9999","This recall notice (Recall No. 25T002) from Sumitomo Rubber North America, Inc. informs dealers/retailers that certain Dunlop Sportmax GPR 300F motorcycle tires (size 110/70R17M/C 54H), manufactured in production week 3924 (DOT TIN: 1EU WA YAYM 3924), may not comply with FMVSS 119 S6.1.2(a) due to a potential for inner liner bulging near the belt edge. The notice requires all dealers to immediately stop the sale of all affected inventory and return any affected tires to the manufacturer for replacement at no charge. Further, the notice requires dealers to inspect and replace any affected tires at no charge for customers/owners who visit the dealer with an affected product. Dealers are also directed to render all affected tires permanently unserviceable. Finally, dealers are directed to provide the customer names, addresses and other relevant information about sales of the affected tires to facilitate direct recall notification to be issued to the customers."
"25T003","RCMN-25T003-2015.pdf","BRIDGESTONE","BLIZZAK 6","9999","Communication to authorized dealers providing information on how to identify tires subject to recall and details of the tire replacement program."
"25T003","RCONL-25T003-8028.pdf","BRIDGESTONE","BLIZZAK 6","9999","Owner notification letter providing detailed instructions for identifying recalled tires and acquiring replacements and/or reimbursement."
"25T003","RCMN-25T003-2497.pdf","BRIDGESTONE","BLIZZAK 6","9999","Communication to authorized dealers providing information on how to identify tires subject to recall and details of the tire replacement program."
"25T003","RCMN-25T003-3886.pdf","BRIDGESTONE","BLIZZAK 6","9999","Communication to authorized dealers providing information on how to identify tires subject to recall and details of the tire replacement program."
"25T004","RCMN-25T004-5689.pdf","BRIDGESTONE","R123 ECOPIA","9999","Communication to authorized dealers providing information on how to identify tires subject to recall and details of the tire replacement program."
"25T004","RCMN-25T004-3325.pdf","BRIDGESTONE","R123 ECOPIA","9999","Communication to authorized dealers providing information on how to identify tires subject to recall and details of the tire replacement program."
"25T004","RCONL-25T004-0836.pdf","BRIDGESTONE","R123 ECOPIA","9999","Owner notification letter providing detailed instructions for identifying recalled tires and acquiring replacements and/or reimbursement."
"25T004","RCMN-25T004-8136.pdf","BRIDGESTONE","R123 ECOPIA","9999","This is a representative copy of a communication issued to specific OEMs requesting that OEMs review inventory related to Bridgestone Americas Tire Operations of Bridgestone R123 Ecopia tire in size 295/75R22.5. The subject tires were manufactured in LaVergne, TN, U.S. plant. Subject tires were shipped to OEMs, dealers, and distributors in the U.S. market."
"25T004","RCMN-25T004-6033.pdf","BRIDGESTONE","R123 ECOPIA","9999","Communication to original equipment manufacturers providing information on how to identify tires subject to recall and details of the tire replacement program."
"25T004","RCMN-25T004-0272.pdf","BRIDGESTONE","R123 ECOPIA","9999","This is a representative copy of a communication issued to specific OEMs requesting that OEMs review inventory related to Bridgestone Americas Tire Operations of Bridgestone R123 Ecopia tire in size 295/75R22.5. The subject tires were manufactured in LaVergne, TN, U.S. plant. Subject tires were shipped to OEMs, dealers, and distributors in the U.S. market."
"25T006","RCRIT-25T006-2181.pdf","COOPER","DISCOVERER STRONGHOLD AT","9999","Certain Cooper Discoverer Stronghold AT tires, size LT275/65R18 LRE, from week 0525, may have been manufactured with the date code portion of the tire identification number (TIN) not meeting the regulatory requirement to show week and year. The subject non-compliant tires were produced with a blank slug installed in the Tire Identification Number (TIN) in place of the required week and year code (0525), as required per FMVSS 574."
"25T006","RCMN-25T006-0662.pdf","COOPER","DISCOVERER STRONGHOLD AT","9999","Certain Cooper Discoverer Stronghold AT tires, size LT275/65R18 LRE, from week 0525, may have been manufactured with the date code portion of the tire identification number (TIN) not meeting the regulatory requirement to show week and year. The subject non-compliant tires were produced with a blank slug installed in the Tire Identification Number (TIN) in place of the required week and year code (0525), as required per FMVSS 574."
"25T006","RCONL-25T006-2949.pdf","COOPER","DISCOVERER STRONGHOLD AT","9999","Certain Cooper Discoverer Stronghold AT tires, size LT275/65R18 LRE, from week 0525, may have been manufactured with the date code portion of the tire identification number (TIN) not meeting the regulatory requirement to show week and year. The subject non-compliant tires were produced with a blank slug installed in the Tire Identification Number (TIN) in place of the required week and year code (0525), as required per FMVSS 574."
"25T006","RCRIT-25T006-2181.pdf","COOPER","DISCOVERER STRONGHOLD AT","9999","Certain Cooper Discoverer Stronghold AT tires, size LT275/65R18 LRE, from week 0525, may have been manufactured with the date code portion of the tire identification number (TIN) not meeting the regulatory requirement to show week and year. The subject non-compliant tires were produced with a blank slug installed in the Tire Identification Number (TIN) in place of the required week and year code (0525), as required per FMVSS 574."
"25T006","RCONL-25T006-2949.pdf","COOPER","DISCOVERER STRONGHOLD AT","9999","Certain Cooper Discoverer Stronghold AT tires, size LT275/65R18 LRE, from week 0525, may have been manufactured with the date code portion of the tire identification number (TIN) not meeting the regulatory requirement to show week and year. The subject non-compliant tires were produced with a blank slug installed in the Tire Identification Number (TIN) in place of the required week and year code (0525), as required per FMVSS 574."
"25T006","RCMN-25T006-0662.pdf","COOPER","DISCOVERER STRONGHOLD AT","9999","Certain Cooper Discoverer Stronghold AT tires, size LT275/65R18 LRE, from week 0525, may have been manufactured with the date code portion of the tire identification number (TIN) not meeting the regulatory requirement to show week and year. The subject non-compliant tires were produced with a blank slug installed in the Tire Identification Number (TIN) in place of the required week and year code (0525), as required per FMVSS 574."
"25V001","RCONL-25V001-7383.pdf","ASTON MARTIN","DB12","2024","Owners notification letter, Over the air update"
"25V001","RCONL-25V001-7954.pdf","ASTON MARTIN","DB12","2024","Owner notification letter"
"25V001","RCRIT-25V001-9415.pdf","ASTON MARTIN","DB12","2024","TSB to dealers describing the issue, the population and how to fix the issue."
"25V001","RCRIT-25V001-9415.pdf","ASTON MARTIN","DB12","2025","TSB to dealers describing the issue, the population and how to fix the issue."
"25V001","RCONL-25V001-7954.pdf","ASTON MARTIN","DB12","2025","Owner notification letter"
"25V001","RCONL-25V001-7383.pdf","ASTON MARTIN","DB12","2025","Owners notification letter, Over the air update"
"25V001","RCONL-25V001-7383.pdf","ASTON MARTIN","DBX707","2025","Owners notification letter, Over the air update"
"25V001","RCRIT-25V001-9415.pdf","ASTON MARTIN","DBX707","2025","TSB to dealers describing the issue, the population and how to fix the issue."
"25V001","RCONL-25V001-7954.pdf","ASTON MARTIN","DBX707","2025","Owner notification letter"
"25V001","RCRIT-25V001-9415.pdf","ASTON MARTIN","VANTAGE","2025","TSB to dealers describing the issue, the population and how to fix the issue."
"25V001","RCONL-25V001-7383.pdf","ASTON MARTIN","VANTAGE","2025","Owners notification letter, Over the air update"
"25V001","RCONL-25V001-7954.pdf","ASTON MARTIN","VANTAGE","2025","Owner notification letter"
"25V005","RCRIT-25V005-5697.pdf","FOREST RIVER","SHASTA OASIS","2025","REMEDY INSTRUCTIONS FOR RECALL 25V005"
"25V005","RCMN-25V005-1051.pdf","FOREST RIVER","SHASTA OASIS","2025","DEALER LETTER FOR RECALL 25V005"
"25V005","RCMN-25V005-0520.pdf","FOREST RIVER","SHASTA OASIS","2025","UPDATED DEALER LETTER FOR RECALL 25V005"
"25V005","RCRIT-25V005-2230.pdf","FOREST RIVER","SHASTA OASIS","2025","UPDATED REMEDY INSTRUCTIONS FOR RECALL 25V005"
"25V005","RCMN-25V005-1051.pdf","FOREST RIVER","SPIRIT","2025","DEALER LETTER FOR RECALL 25V005"
"25V005","RCRIT-25V005-2230.pdf","FOREST RIVER","SPIRIT","2025","UPDATED REMEDY INSTRUCTIONS FOR RECALL 25V005"
"25V005","RCRIT-25V005-5697.pdf","FOREST RIVER","SPIRIT","2025","REMEDY INSTRUCTIONS FOR RECALL 25V005"
"25V005","RCMN-25V005-0520.pdf","FOREST RIVER","SPIRIT","2025","UPDATED DEALER LETTER FOR RECALL 25V005"
"25V006","RCMN-25V006-5972.pdf","KIA","SORENTO","2024","The Dealer Parts & Service Manager letter is to notify the dealer of a safety defect relating to the Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles,  the details of the recall campaign, owner notification schedule, and to remind them that it is a violation of Federal law for them to sell or lease a vehicle covered by the notification until the recall has been performed on the vehicle."
"25V006","RCMN-25V006-9339.pdf","KIA","SORENTO","2024","The Q&A contains questions and answers regarding the Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles."
"25V006","RCMN-25V006-4890.pdf","KIA","SORENTO","2024","The Dealer Principal letter is to notify the dealer principal of a safety defect relating to the  Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles, the details of the recall campaign, owner notification schedule, and to remind them that it is a violation of Federal law for them to sell or lease a vehicle covered by the notification until the recall has been performed on the vehicle."
"25V006","RCONL-25V006-7142.pdf","KIA","SORENTO","2024","Owner Letter notifies the customer of the safety recall campaign relating to the body domain control unit what the concern is, what Kia will do, and what the customer should do when they receive the notice. It will also advise them of the steps to take to submit documents for review of possible reimbursement if they have had previous repairs for the recalled part."
"25V006","RCRIT-25V006-3279.pdf","KIA","SORENTO","2024","The Technical Service Bulletin (TSB) lists specific repair instructions relating to the Body Domain Control Unit Logic Improvement."
"25V006","RCRIT-25V006-5430.pdf","KIA","SORENTO","2024","The Technical Service Bulletin (TSB) lists specific repair instructions relating to the Body Domain Control Unit Logic Improvement."
"25V006","RCRIT-25V006-3279.pdf","KIA","SORENTO","2025","The Technical Service Bulletin (TSB) lists specific repair instructions relating to the Body Domain Control Unit Logic Improvement."
"25V006","RCMN-25V006-4890.pdf","KIA","SORENTO","2025","The Dealer Principal letter is to notify the dealer principal of a safety defect relating to the  Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles, the details of the recall campaign, owner notification schedule, and to remind them that it is a violation of Federal law for them to sell or lease a vehicle covered by the notification until the recall has been performed on the vehicle."
"25V006","RCRIT-25V006-5430.pdf","KIA","SORENTO","2025","The Technical Service Bulletin (TSB) lists specific repair instructions relating to the Body Domain Control Unit Logic Improvement."
"25V006","RCONL-25V006-7142.pdf","KIA","SORENTO","2025","Owner Letter notifies the customer of the safety recall campaign relating to the body domain control unit what the concern is, what Kia will do, and what the customer should do when they receive the notice. It will also advise them of the steps to take to submit documents for review of possible reimbursement if they have had previous repairs for the recalled part."
"25V006","RCMN-25V006-5972.pdf","KIA","SORENTO","2025","The Dealer Parts & Service Manager letter is to notify the dealer of a safety defect relating to the Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles,  the details of the recall campaign, owner notification schedule, and to remind them that it is a violation of Federal law for them to sell or lease a vehicle covered by the notification until the recall has been performed on the vehicle."
"25V006","RCMN-25V006-9339.pdf","KIA","SORENTO","2025","The Q&A contains questions and answers regarding the Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles."
"25V006","RCRIT-25V006-5430.pdf","KIA","SORENTO HYBRID","2025","The Technical Service Bulletin (TSB) lists specific repair instructions relating to the Body Domain Control Unit Logic Improvement."
"25V006","RCMN-25V006-5972.pdf","KIA","SORENTO HYBRID","2025","The Dealer Parts & Service Manager letter is to notify the dealer of a safety defect relating to the Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles,  the details of the recall campaign, owner notification schedule, and to remind them that it is a violation of Federal law for them to sell or lease a vehicle covered by the notification until the recall has been performed on the vehicle."
"25V006","RCONL-25V006-7142.pdf","KIA","SORENTO HYBRID","2025","Owner Letter notifies the customer of the safety recall campaign relating to the body domain control unit what the concern is, what Kia will do, and what the customer should do when they receive the notice. It will also advise them of the steps to take to submit documents for review of possible reimbursement if they have had previous repairs for the recalled part."
"25V006","RCRIT-25V006-3279.pdf","KIA","SORENTO HYBRID","2025","The Technical Service Bulletin (TSB) lists specific repair instructions relating to the Body Domain Control Unit Logic Improvement."
"25V006","RCMN-25V006-9339.pdf","KIA","SORENTO HYBRID","2025","The Q&A contains questions and answers regarding the Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles."
"25V006","RCMN-25V006-4890.pdf","KIA","SORENTO HYBRID","2025","The Dealer Principal letter is to notify the dealer principal of a safety defect relating to the  Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles, the details of the recall campaign, owner notification schedule, and to remind them that it is a violation of Federal law for them to sell or lease a vehicle covered by the notification until the recall has been performed on the vehicle."
"25V006","RCMN-25V006-4890.pdf","KIA","SORENTO PHEV","2025","The Dealer Principal letter is to notify the dealer principal of a safety defect relating to the  Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles, the details of the recall campaign, owner notification schedule, and to remind them that it is a violation of Federal law for them to sell or lease a vehicle covered by the notification until the recall has been performed on the vehicle."
"25V006","RCMN-25V006-9339.pdf","KIA","SORENTO PHEV","2025","The Q&A contains questions and answers regarding the Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles."
"25V006","RCONL-25V006-7142.pdf","KIA","SORENTO PHEV","2025","Owner Letter notifies the customer of the safety recall campaign relating to the body domain control unit what the concern is, what Kia will do, and what the customer should do when they receive the notice. It will also advise them of the steps to take to submit documents for review of possible reimbursement if they have had previous repairs for the recalled part."
"25V006","RCRIT-25V006-3279.pdf","KIA","SORENTO PHEV","2025","The Technical Service Bulletin (TSB) lists specific repair instructions relating to the Body Domain Control Unit Logic Improvement."
"25V006","RCRIT-25V006-5430.pdf","KIA","SORENTO PHEV","2025","The Technical Service Bulletin (TSB) lists specific repair instructions relating to the Body Domain Control Unit Logic Improvement."
"25V006","RCMN-25V006-5972.pdf","KIA","SORENTO PHEV","2025","The Dealer Parts & Service Manager letter is to notify the dealer of a safety defect relating to the Body Domain Control Unit (BDC) in certain 2024-2025 MY Sorento and certain 2025 MY Sorento HEV/PHEV vehicles,  the details of the recall campaign, owner notification schedule, and to remind them that it is a violation of Federal law for them to sell or lease a vehicle covered by the notification until the recall has been performed on the vehicle."
